ts,system_id,ship,pod,npc,jumps
2026-06-18T09:43:18.585685+00:00,30003156,0,0,934,44
2026-06-18T09:43:18.585685+00:00,30003109,0,0,1211,4
2026-06-18T09:43:18.585685+00:00,30042505,0,0,82,16
2026-06-18T09:43:18.585685+00:00,30005215,0,0,398,115
2026-06-18T09:43:18.585685+00:00,30001002,2,0,32,40
2026-06-18T09:43:18.585685+00:00,30000616,0,0,134,0
2026-06-18T09:43:18.585685+00:00,30001834,0,1,2,29
2026-06-18T09:43:18.585685+00:00,30004879,0,0,1396,30
2026-06-18T09:43:18.585685+00:00,30002022,0,0,220,6
2026-06-18T09:43:18.585685+00:00,30001235,0,0,555,9
2026-06-18T09:43:18.585685+00:00,30004703,1,0,1239,36
2026-06-18T09:43:18.585685+00:00,30000527,0,0,343,14
2026-06-18T09:43:18.585685+00:00,30000834,1,0,11,19
2026-06-18T09:43:18.585685+00:00,30002646,0,0,113,37
2026-06-18T09:43:18.585685+00:00,30003136,0,0,1259,12
2026-06-18T09:43:18.585685+00:00,30000255,0,0,362,11
2026-06-18T09:43:18.585685+00:00,30003673,0,0,1881,17
2026-06-18T09:43:18.585685+00:00,30004700,1,0,184,11
2026-06-18T09:43:18.585685+00:00,30002928,0,0,882,126
2026-06-18T09:43:18.585685+00:00,30000183,0,0,194,30
2026-06-18T09:43:18.585685+00:00,30002089,0,0,20,34
2026-06-18T09:43:18.585685+00:00,30002903,0,0,383,19
2026-06-18T09:43:18.585685+00:00,30001713,0,0,69,5
2026-06-18T09:43:18.585685+00:00,30022505,0,0,48,12
2026-06-18T09:43:18.585685+00:00,30002210,0,0,29,10
2026-06-18T09:43:18.585685+00:00,30004874,0,0,682,10
2026-06-18T09:43:18.585685+00:00,30003804,0,0,64,10
2026-06-18T09:43:18.585685+00:00,30004062,0,0,269,10
2026-06-18T09:43:18.585685+00:00,30003854,1,0,342,30
2026-06-18T09:43:18.585685+00:00,30002656,0,0,204,187
2026-06-18T09:43:18.585685+00:00,30000849,2,0,8,20
2026-06-18T09:43:18.585685+00:00,30004399,0,0,738,1
2026-06-18T09:43:18.585685+00:00,30000015,0,0,28,45
2026-06-18T09:43:18.585685+00:00,30002277,1,0,19,26
2026-06-18T09:43:18.585685+00:00,30000119,13,1,253,329
2026-06-18T09:43:18.585685+00:00,30025042,0,0,5,5
2026-06-18T09:43:18.585685+00:00,30003077,0,0,14,20
2026-06-18T09:43:18.585685+00:00,30002087,0,0,110,72
2026-06-18T09:43:18.585685+00:00,30001307,0,0,69,5
2026-06-18T09:43:18.585685+00:00,30004666,0,0,473,1
2026-06-18T09:43:18.585685+00:00,30000230,0,0,1093,33
2026-06-18T09:43:18.585685+00:00,30001968,0,0,2,17
2026-06-18T09:43:18.585685+00:00,30004492,0,0,1740,9
2026-06-18T09:43:18.585685+00:00,30003438,0,0,95,8
2026-06-18T09:43:18.585685+00:00,30003683,0,0,39,40
2026-06-18T09:43:18.585685+00:00,30000854,0,0,137,7
2026-06-18T09:43:18.585685+00:00,30000017,1,1,0,33
2026-06-18T09:43:18.585685+00:00,30001220,0,0,248,11
2026-06-18T09:43:18.585685+00:00,30004156,0,0,108,21
2026-06-18T09:43:18.585685+00:00,30002733,0,0,269,37
2026-06-18T09:43:18.585685+00:00,30003433,0,0,89,193
2026-06-18T09:43:18.585685+00:00,30005304,0,0,79,281
2026-06-18T09:43:18.585685+00:00,30004760,0,0,29,5
2026-06-18T09:43:18.585685+00:00,30001203,0,0,74,6
2026-06-18T09:43:18.585685+00:00,30003089,0,0,92,58
2026-06-18T09:43:18.585685+00:00,30004297,0,0,29,20
2026-06-18T09:43:18.585685+00:00,30004829,0,0,1223,1
2026-06-18T09:43:18.585685+00:00,30003889,0,0,12,16
2026-06-18T09:43:18.585685+00:00,30001398,5,1,54,64
2026-06-18T09:43:18.585685+00:00,30032505,0,0,144,9
2026-06-18T09:43:18.585685+00:00,30002465,1,1,0,10
2026-06-18T09:43:18.585685+00:00,30001270,0,3,37,16
2026-06-18T09:43:18.585685+00:00,30003408,0,0,46,158
2026-06-18T09:43:18.585685+00:00,30000713,0,0,72,43
2026-06-18T09:43:18.585685+00:00,30002057,3,2,105,110
2026-06-18T09:43:18.585685+00:00,30003468,0,0,62,63
2026-06-18T09:43:18.585685+00:00,30002720,0,0,49,34
2026-06-18T09:43:18.585685+00:00,30003411,0,0,40,57
2026-06-18T09:43:18.585685+00:00,30002384,0,0,88,26
2026-06-18T09:43:18.585685+00:00,30003755,0,0,122,21
2026-06-18T09:43:18.585685+00:00,30004693,0,0,20,15
2026-06-18T09:43:18.585685+00:00,30001849,0,0,7,22
2026-06-18T09:43:18.585685+00:00,30000794,0,0,16,2
2026-06-18T09:43:18.585685+00:00,30100082,0,0,93,6
2026-06-18T09:43:18.585685+00:00,30001700,0,0,50,27
2026-06-18T09:43:18.585685+00:00,30002512,0,0,54,108
2026-06-18T09:43:18.585685+00:00,30001948,0,0,11,14
2026-06-18T09:43:18.585685+00:00,30005300,0,0,1,9
2026-06-18T09:43:18.585685+00:00,30005079,0,0,38,5
2026-06-18T09:43:18.585685+00:00,30002527,0,0,223,53
2026-06-18T09:43:18.585685+00:00,30000829,0,0,688,5
2026-06-18T09:43:18.585685+00:00,30002344,0,0,20,8
2026-06-18T09:43:18.585685+00:00,30003042,0,0,6,10
2026-06-18T09:43:18.585685+00:00,30005047,0,0,95,32
2026-06-18T09:43:18.585685+00:00,30001037,0,0,13,4
2026-06-18T09:43:18.585685+00:00,30005240,0,0,9,12
2026-06-18T09:43:18.585685+00:00,30005250,0,0,7,25
2026-06-18T09:43:18.585685+00:00,30100057,0,0,55,157
2026-06-18T09:43:18.585685+00:00,30001418,0,0,89,8
2026-06-18T09:43:18.585685+00:00,30000448,0,0,3,19
2026-06-18T09:43:18.585685+00:00,30003451,0,0,78,12
2026-06-18T09:43:18.585685+00:00,30002245,0,0,54,2
2026-06-18T09:43:18.585685+00:00,30004607,0,0,1,46
2026-06-18T09:43:18.585685+00:00,30005002,0,0,87,49
2026-06-18T09:43:18.585685+00:00,30001881,0,0,1,11
2026-06-18T09:43:18.585685+00:00,30000552,0,0,104,36
2026-06-18T09:43:18.585685+00:00,30000948,0,0,85,8
2026-06-18T09:43:18.585685+00:00,30000453,0,0,2,3
2026-06-18T09:43:18.585685+00:00,30001908,0,0,108,5
2026-06-18T09:43:18.585685+00:00,30001666,0,0,26,7
2026-06-18T09:43:18.585685+00:00,30000032,0,0,35,21
2026-06-18T09:43:18.585685+00:00,30003532,0,0,90,18
2026-06-18T09:43:18.585685+00:00,30005015,0,0,40,84
2026-06-18T09:43:18.585685+00:00,30003057,0,0,9,11
2026-06-18T09:43:18.585685+00:00,30004641,0,0,61,8
2026-06-18T09:43:18.585685+00:00,30000505,0,0,2,4
2026-06-18T09:43:18.585685+00:00,30001683,0,0,2,17
2026-06-18T09:43:18.585685+00:00,30004097,0,0,22,46
2026-06-18T09:43:18.585685+00:00,30002567,0,0,39,3
2026-06-18T09:43:18.585685+00:00,30000062,0,0,2,6
2026-06-18T09:43:18.585685+00:00,30005317,0,0,132,26
2026-06-18T09:43:18.585685+00:00,30002230,0,0,25,8
2026-06-18T09:43:18.585685+00:00,30003587,0,0,72,4
2026-06-18T09:43:18.585685+00:00,30002109,0,0,67,39
2026-06-18T09:43:18.585685+00:00,30002359,0,0,4,10
2026-06-18T09:43:18.585685+00:00,30004403,0,0,661,2
2026-06-18T09:43:18.585685+00:00,30015042,0,0,27,7
2026-06-18T09:43:18.585685+00:00,30005032,0,0,9,4
2026-06-18T09:43:18.585685+00:00,30004485,0,0,9,31
2026-06-18T09:43:18.585685+00:00,30002391,0,0,1,9
2026-06-18T09:43:18.585685+00:00,30001250,0,0,214,3
2026-06-18T09:43:18.585685+00:00,30002767,0,0,4,28
2026-06-18T09:43:18.585685+00:00,30005265,0,0,24,0
2026-06-18T09:43:18.585685+00:00,30002257,0,0,40,16
2026-06-18T09:43:18.585685+00:00,30003413,0,0,2,198
2026-06-18T09:43:18.585685+00:00,30002975,0,0,8,15
2026-06-18T09:43:18.585685+00:00,30001089,0,0,301,5
2026-06-18T09:43:18.585685+00:00,30002062,0,0,3,34
2026-06-18T09:43:18.585685+00:00,30004807,0,0,11,110
2026-06-18T09:43:18.585685+00:00,30001646,0,0,12,52
2026-06-18T09:43:18.585685+00:00,30002255,0,0,1,0
2026-06-18T09:43:18.585685+00:00,30002941,0,0,27,19
2026-06-18T09:43:18.585685+00:00,30004453,0,1,0,10
2026-06-18T09:43:18.585685+00:00,30000250,3,3,0,63
2026-06-18T09:43:18.585685+00:00,30001042,0,0,9,8
2026-06-18T09:43:18.585685+00:00,30002703,0,0,41,8
2026-06-18T09:43:18.585685+00:00,30001921,0,0,20,20
2026-06-18T09:43:18.585685+00:00,30000641,0,0,6,2
2026-06-18T09:43:18.585685+00:00,30001874,0,0,14,20
2026-06-18T09:43:18.585685+00:00,30003485,0,0,1,74
2026-06-18T09:43:18.585685+00:00,30003787,0,0,1,47
2026-06-18T09:43:18.585685+00:00,30000105,0,0,61,26
2026-06-18T09:43:18.585685+00:00,30004684,0,0,414,6
2026-06-18T09:43:18.585685+00:00,30001368,0,0,231,551
2026-06-18T09:43:18.585685+00:00,30005313,0,1,162,32
2026-06-18T09:43:18.585685+00:00,30000806,0,0,199,11
2026-06-18T09:43:18.585685+00:00,30003630,0,0,464,13
2026-06-18T09:43:18.585685+00:00,30000484,1,0,1759,18
2026-06-18T09:43:18.585685+00:00,30002682,0,0,116,295
2026-06-18T09:43:18.585685+00:00,30005330,0,0,113,75
2026-06-18T09:43:18.585685+00:00,30000130,3,0,332,119
2026-06-18T09:43:18.585685+00:00,30001048,0,0,11,15
2026-06-18T09:43:18.585685+00:00,30000897,0,0,592,30
2026-06-18T09:43:18.585685+00:00,30004531,0,0,128,0
2026-06-18T09:43:18.585685+00:00,30002098,1,0,106,59
2026-06-18T09:43:18.585685+00:00,30004348,0,1,1221,5
2026-06-18T09:43:18.585685+00:00,30003684,0,0,205,8
2026-06-18T09:43:18.585685+00:00,30002234,0,0,54,24
2026-06-18T09:43:18.585685+00:00,30003702,0,0,635,18
2026-06-18T09:43:18.585685+00:00,30001323,0,0,206,4
2026-06-18T09:43:18.585685+00:00,30001363,4,0,191,1074
2026-06-18T09:43:18.585685+00:00,30100066,5,0,307,65
2026-06-18T09:43:18.585685+00:00,30004892,0,0,118,2
2026-06-18T09:43:18.585685+00:00,30002189,0,0,113,123
2026-06-18T09:43:18.585685+00:00,30004897,0,0,86,12
2026-06-18T09:43:18.585685+00:00,30002932,2,0,402,77
2026-06-18T09:43:18.585685+00:00,30002793,0,0,325,26
2026-06-18T09:43:18.585685+00:00,30002048,1,0,76,429
2026-06-18T09:43:18.585685+00:00,30005155,0,0,176,2
2026-06-18T09:43:18.585685+00:00,30000194,0,1,2,21
2026-06-18T09:43:18.585685+00:00,30002115,0,0,313,9
2026-06-18T09:43:18.585685+00:00,30003120,0,0,1723,28
2026-06-18T09:43:18.585685+00:00,30001397,0,0,415,66
2026-06-18T09:43:18.585685+00:00,30003135,0,0,539,19
2026-06-18T09:43:18.585685+00:00,30002665,0,0,305,43
2026-06-18T09:43:18.585685+00:00,30002907,1,0,109,17
2026-06-18T09:43:18.585685+00:00,30004858,0,0,284,2
2026-06-18T09:43:18.585685+00:00,30005303,0,0,61,295
2026-06-18T09:43:18.585685+00:00,30004296,0,0,68,15
2026-06-18T09:43:18.585685+00:00,30000511,0,0,218,11
2026-06-18T09:43:18.585685+00:00,30003068,4,2,154,99
2026-06-18T09:43:18.585685+00:00,30002714,0,0,55,26
2026-06-18T09:43:18.585685+00:00,30005323,0,0,78,58
2026-06-18T09:43:18.585685+00:00,30002481,0,1,70,5
2026-06-18T09:43:18.585685+00:00,30004632,0,0,70,19
2026-06-18T09:43:18.585685+00:00,30000880,1,0,224,7
2026-06-18T09:43:18.585685+00:00,30001288,0,0,70,13
2026-06-18T09:43:18.585685+00:00,30003333,0,0,18,10
2026-06-18T09:43:18.585685+00:00,30002068,1,0,443,592
2026-06-18T09:43:18.585685+00:00,30000887,0,0,187,21
2026-06-18T09:43:18.585685+00:00,30004759,0,0,36,10
2026-06-18T09:43:18.585685+00:00,30004682,0,0,153,52
2026-06-18T09:43:18.585685+00:00,30002744,0,0,51,58
2026-06-18T09:43:18.585685+00:00,30002746,0,0,148,16
2026-06-18T09:43:18.585685+00:00,30004088,0,0,1,4
2026-06-18T09:43:18.585685+00:00,30003494,0,0,114,20
2026-06-18T09:43:18.585685+00:00,30004672,0,0,303,12
2026-06-18T09:43:18.585685+00:00,30000892,0,0,151,2
2026-06-18T09:43:18.585685+00:00,30004719,0,0,24,231
2026-06-18T09:43:18.585685+00:00,30002610,0,0,152,0
2026-06-18T09:43:18.585685+00:00,30003140,0,1,35,15
2026-06-18T09:43:18.585685+00:00,30000145,1,1,168,900
2026-06-18T09:43:18.585685+00:00,30001764,0,0,125,7
2026-06-18T09:43:18.585685+00:00,30004704,0,0,835,11
2026-06-18T09:43:18.585685+00:00,30001214,0,0,85,14
2026-06-18T09:43:18.585685+00:00,30000216,0,0,1449,4
2026-06-18T09:43:18.585685+00:00,30004308,0,0,44,7
2026-06-18T09:43:18.585685+00:00,30004947,0,0,1720,20
2026-06-18T09:43:18.585685+00:00,30001907,0,0,54,18
2026-06-18T09:43:18.585685+00:00,30005026,0,0,107,95
2026-06-18T09:43:18.585685+00:00,30002897,0,0,136,4
2026-06-18T09:43:18.585685+00:00,30002457,0,0,113,16
2026-06-18T09:43:18.585685+00:00,30000209,0,0,345,28
2026-06-18T09:43:18.585685+00:00,30004464,0,0,100,15
2026-06-18T09:43:18.585685+00:00,30004650,0,0,1720,26
2026-06-18T09:43:18.585685+00:00,30004954,0,0,1277,6
2026-06-18T09:43:18.585685+00:00,30000135,1,0,290,47
2026-06-18T09:43:18.585685+00:00,30004115,0,0,65,15
2026-06-18T09:43:18.585685+00:00,30002041,0,0,154,1
2026-06-18T09:43:18.585685+00:00,30000234,0,0,1030,6
2026-06-18T09:43:18.585685+00:00,30000080,0,0,2,37
2026-06-18T09:43:18.585685+00:00,30002818,0,0,120,40
2026-06-18T09:43:18.585685+00:00,30002779,0,0,163,30
2026-06-18T09:43:18.585685+00:00,30001662,0,0,66,36
2026-06-18T09:43:18.585685+00:00,30005209,0,0,65,29
2026-06-18T09:43:18.585685+00:00,30001283,0,0,114,3
2026-06-18T09:43:18.585685+00:00,30005001,2,0,735,139
2026-06-18T09:43:18.585685+00:00,30000692,1,0,109,7
2026-06-18T09:43:18.585685+00:00,30004484,1,0,9,19
2026-06-18T09:43:18.585685+00:00,30002506,0,0,111,106
2026-06-18T09:43:18.585685+00:00,30001665,0,0,88,14
2026-06-18T09:43:18.585685+00:00,30002546,0,0,324,59
2026-06-18T09:43:18.585685+00:00,30004679,0,0,742,12
2026-06-18T09:43:18.585685+00:00,30000719,0,0,1394,3
2026-06-18T09:43:18.585685+00:00,30004773,0,0,1020,5
2026-06-18T09:43:18.585685+00:00,30003605,0,0,59,5
2026-06-18T09:43:18.585685+00:00,30005028,0,0,102,13
2026-06-18T09:43:18.585685+00:00,30001343,0,0,43,0
2026-06-18T09:43:18.585685+00:00,30001437,1,1,318,101
2026-06-18T09:43:18.585685+00:00,30002202,0,0,73,22
2026-06-18T09:43:18.585685+00:00,30000645,0,0,1739,0
2026-06-18T09:43:18.585685+00:00,30002927,6,6,126,115
2026-06-18T09:43:18.585685+00:00,30002719,1,0,26,80
2026-06-18T09:43:18.585685+00:00,30002625,0,0,164,8
2026-06-18T09:43:18.585685+00:00,30003516,0,0,12,4
2026-06-18T09:43:18.585685+00:00,30001699,0,0,111,8
2026-06-18T09:43:18.585685+00:00,30001390,0,0,122,10
2026-06-18T09:43:18.585685+00:00,30003813,0,0,31,3
2026-06-18T09:43:18.585685+00:00,30004739,0,0,7,14
2026-06-18T09:43:18.585685+00:00,30001672,0,0,33,181
2026-06-18T09:43:18.585685+00:00,30001917,0,0,160,36
2026-06-18T09:43:18.585685+00:00,30003526,0,0,93,52
2026-06-18T09:43:18.585685+00:00,30002511,0,0,20,125
2026-06-18T09:43:18.585685+00:00,30002699,0,0,63,97
2026-06-18T09:43:18.585685+00:00,30001021,0,0,166,21
2026-06-18T09:43:18.585685+00:00,30001182,0,0,251,24
2026-06-18T09:43:18.585685+00:00,30004160,1,0,10,4
2026-06-18T09:43:18.585685+00:00,30045323,0,0,203,29
2026-06-18T09:43:18.585685+00:00,30001590,0,0,57,28
2026-06-18T09:43:18.585685+00:00,30002689,0,0,113,12
2026-06-18T09:43:18.585685+00:00,30004972,0,0,72,267
2026-06-18T09:43:18.585685+00:00,30004922,0,0,404,21
2026-06-18T09:43:18.585685+00:00,30003481,0,0,18,8
2026-06-18T09:43:18.585685+00:00,30001937,0,0,58,18
2026-06-18T09:43:18.585685+00:00,30002410,0,0,17,4
2026-06-18T09:43:18.585685+00:00,30004833,1,0,2837,36
2026-06-18T09:43:18.585685+00:00,30004722,0,0,29,149
2026-06-18T09:43:18.585685+00:00,30005328,0,0,9,10
2026-06-18T09:43:18.585685+00:00,30003090,0,0,8,13
2026-06-18T09:43:18.585685+00:00,30005194,0,0,62,46
2026-06-18T09:43:18.585685+00:00,30000840,0,0,41,7
2026-06-18T09:43:18.585685+00:00,30002521,0,0,97,9
2026-06-18T09:43:18.585685+00:00,30003088,0,0,71,54
2026-06-18T09:43:18.585685+00:00,30004323,0,0,19,31
2026-06-18T09:43:18.585685+00:00,30003464,0,0,171,9
2026-06-18T09:43:18.585685+00:00,30001576,0,0,2,6
2026-06-18T09:43:18.585685+00:00,30045343,0,0,42,4
2026-06-18T09:43:18.585685+00:00,30002095,0,0,69,96
2026-06-18T09:43:18.585685+00:00,30003501,0,0,2,35
2026-06-18T09:43:18.585685+00:00,30002957,0,0,36,13
2026-06-18T09:43:18.585685+00:00,30004937,0,0,45,70
2026-06-18T09:43:18.585685+00:00,30004521,0,0,3,5
2026-06-18T09:43:18.585685+00:00,30005296,0,0,32,38
2026-06-18T09:43:18.585685+00:00,30001422,0,0,116,31
2026-06-18T09:43:18.585685+00:00,30001028,0,0,59,19
2026-06-18T09:43:18.585685+00:00,30004994,0,0,137,62
2026-06-18T09:43:18.585685+00:00,30004125,0,0,52,150
2026-06-18T09:43:18.585685+00:00,30003437,0,0,82,19
2026-06-18T09:43:18.585685+00:00,30002524,0,0,111,157
2026-06-18T09:43:18.585685+00:00,30021672,0,0,54,20
2026-06-18T09:43:18.585685+00:00,30002571,0,0,47,23
2026-06-18T09:43:18.585685+00:00,30005058,0,0,18,81
2026-06-18T09:43:18.585685+00:00,30003390,0,0,21,75
2026-06-18T09:43:18.585685+00:00,30100081,0,0,36,35
2026-06-18T09:43:18.585685+00:00,30001526,0,0,3,28
2026-06-18T09:43:18.585685+00:00,30002729,0,0,9,17
2026-06-18T09:43:18.585685+00:00,30002578,0,0,40,3
2026-06-18T09:43:18.585685+00:00,30004249,0,0,4,10
2026-06-18T09:43:18.585685+00:00,30003531,0,0,11,17
2026-06-18T09:43:18.585685+00:00,30001558,0,0,2,39
2026-06-18T09:43:18.585685+00:00,30003476,0,0,30,6
2026-06-18T09:43:18.585685+00:00,30001692,0,0,21,5
2026-06-18T09:43:18.585685+00:00,30000516,0,0,2,6
2026-06-18T09:43:18.585685+00:00,30002370,0,0,1,22
2026-06-18T09:43:18.585685+00:00,30000739,0,0,104,10
2026-06-18T09:43:18.585685+00:00,30000098,0,0,4,15
2026-06-18T09:43:18.585685+00:00,30001712,0,0,5,7
2026-06-18T09:43:18.585685+00:00,30003001,0,0,17,7
2026-06-18T09:43:18.585685+00:00,30004328,0,0,114,4
2026-06-18T09:43:18.585685+00:00,30004496,0,0,1,5
2026-06-18T09:43:18.585685+00:00,30003541,0,0,19,13
2026-06-18T09:43:18.585685+00:00,30001303,0,0,30,16
2026-06-18T09:43:18.585685+00:00,30000298,0,0,8,3
2026-06-18T09:43:18.585685+00:00,30001645,0,0,4,52
2026-06-18T09:43:18.585685+00:00,30011672,0,0,12,2
2026-06-18T09:43:18.585685+00:00,30000323,1,0,0,1
2026-06-18T09:43:18.585685+00:00,30004021,0,0,8,2
2026-06-18T09:43:18.585685+00:00,30005041,0,0,5,70
2026-06-18T09:43:18.585685+00:00,30002954,0,0,2,1
2026-06-18T09:43:18.585685+00:00,30002491,0,0,21,4
2026-06-18T09:43:18.585685+00:00,30000642,0,0,1,5
2026-06-18T09:43:18.585685+00:00,30002014,0,0,64,48
2026-06-18T09:43:18.585685+00:00,30001041,0,0,164,26
2026-06-18T09:43:18.585685+00:00,30004635,0,0,933,10
2026-06-18T09:43:18.585685+00:00,30002830,0,0,227,1
2026-06-18T09:43:18.585685+00:00,30003179,0,0,1307,19
2026-06-18T09:43:18.585685+00:00,30001828,0,0,383,9
2026-06-18T09:43:18.585685+00:00,30005011,0,0,78,6
2026-06-18T09:43:18.585685+00:00,30003615,0,0,283,8
2026-06-18T09:43:18.585685+00:00,30003786,0,0,122,2
2026-06-18T09:43:18.585685+00:00,30004417,0,0,94,1
2026-06-18T09:43:18.585685+00:00,30004615,0,0,35,8
2026-06-18T09:43:18.585685+00:00,30004675,0,0,339,11
2026-06-18T09:43:18.585685+00:00,30001407,0,0,494,44
2026-06-18T09:43:18.585685+00:00,30001674,0,0,83,74
2026-06-18T09:43:18.585685+00:00,30004598,0,0,1116,42
2026-06-18T09:43:18.585685+00:00,30002605,0,0,149,4
2026-06-18T09:43:18.585685+00:00,30004808,0,0,2,92
2026-06-18T09:43:18.585685+00:00,30003387,0,0,15,89
2026-06-18T09:43:18.585685+00:00,30004942,0,0,12,7
2026-06-18T09:43:18.585685+00:00,30003991,0,0,1113,19
2026-06-18T09:43:18.585685+00:00,30002783,0,0,314,98
2026-06-18T09:43:18.585685+00:00,30000182,0,0,1114,144
2026-06-18T09:43:18.585685+00:00,30004645,0,0,77,26
2026-06-18T09:43:18.585685+00:00,30001402,1,0,68,38
2026-06-18T09:43:18.585685+00:00,30004380,0,0,170,8
2026-06-18T09:43:18.585685+00:00,30000219,0,0,685,4
2026-06-18T09:43:18.585685+00:00,30002655,0,0,219,343
2026-06-18T09:43:18.585685+00:00,30005110,0,0,279,3
2026-06-18T09:43:18.585685+00:00,30000246,0,0,930,7
2026-06-18T09:43:18.585685+00:00,30000640,0,0,44,17
2026-06-18T09:43:18.585685+00:00,30003172,0,0,231,4
2026-06-18T09:43:18.585685+00:00,30002528,0,0,255,21
2026-06-18T09:43:18.585685+00:00,30001984,0,0,106,38
2026-06-18T09:43:18.585685+00:00,30031407,0,0,289,14
2026-06-18T09:43:18.585685+00:00,30000125,33,2,122,56
2026-06-18T09:43:18.585685+00:00,30001427,0,0,312,72
2026-06-18T09:43:18.585685+00:00,30000828,0,0,136,14
2026-06-18T09:43:18.585685+00:00,30002734,0,0,45,80
2026-06-18T09:43:18.585685+00:00,30004595,0,0,1100,18
2026-06-18T09:43:18.585685+00:00,30000467,0,0,82,5
2026-06-18T09:43:18.585685+00:00,30002991,0,0,40,106
2026-06-18T09:43:18.585685+00:00,30004734,0,0,201,1
2026-06-18T09:43:18.585685+00:00,30003578,0,0,34,25
2026-06-18T09:43:18.585685+00:00,30003818,0,0,16,34
2026-06-18T09:43:18.585685+00:00,30003521,0,0,8,156
2026-06-18T09:43:18.585685+00:00,30002635,2,0,11,10
2026-06-18T09:43:18.585685+00:00,30001202,0,0,134,15
2026-06-18T09:43:18.585685+00:00,30002222,0,0,63,14
2026-06-18T09:43:18.585685+00:00,30001538,0,0,499,9
2026-06-18T09:43:18.585685+00:00,30002868,0,0,191,7
2026-06-18T09:43:18.585685+00:00,30004122,0,0,22,34
2026-06-18T09:43:18.585685+00:00,30001219,0,0,118,9
2026-06-18T09:43:18.585685+00:00,30005229,0,0,99,118
2026-06-18T09:43:18.585685+00:00,30002224,0,0,28,5
2026-06-18T09:43:18.585685+00:00,30003031,0,0,43,80
2026-06-18T09:43:18.585685+00:00,30003803,0,0,36,20
2026-06-18T09:43:18.585685+00:00,30003783,0,0,50,2
2026-06-18T09:43:18.585685+00:00,30002184,0,0,531,10
2026-06-18T09:43:18.585685+00:00,30001031,0,0,21,42
2026-06-18T09:43:18.585685+00:00,30003447,0,0,35,169
2026-06-18T09:43:18.585685+00:00,30041407,0,0,23,11
2026-06-18T09:43:18.585685+00:00,30005219,0,0,179,63
2026-06-18T09:43:18.585685+00:00,30005244,0,0,15,243
2026-06-18T09:43:18.585685+00:00,30004620,7,2,69,141
2026-06-18T09:43:18.585685+00:00,30003081,1,0,42,32
2026-06-18T09:43:18.585685+00:00,30002580,0,0,19,10
2026-06-18T09:43:18.585685+00:00,30003051,0,0,49,16
2026-06-18T09:43:18.585685+00:00,30004377,0,0,64,4
2026-06-18T09:43:18.585685+00:00,30002902,0,0,141,4
2026-06-18T09:43:18.585685+00:00,30003392,0,0,21,119
2026-06-18T09:43:18.585685+00:00,30005318,0,0,45,76
2026-06-18T09:43:18.585685+00:00,30001714,0,0,105,3
2026-06-18T09:43:18.585685+00:00,30003890,0,0,12,12
2026-06-18T09:43:18.585685+00:00,30004058,0,0,29,3
2026-06-18T09:43:18.585685+00:00,30001964,0,0,19,4
2026-06-18T09:43:18.585685+00:00,30005333,0,0,527,16
2026-06-18T09:43:18.585685+00:00,30003682,0,2,19,38
2026-06-18T09:43:18.585685+00:00,30003833,1,1,16,33
2026-06-18T09:43:18.585685+00:00,30002229,0,0,33,3
2026-06-18T09:43:18.585685+00:00,30000021,0,1,19,68
2026-06-18T09:43:18.585685+00:00,30045306,11,2,52,222
2026-06-18T09:43:18.585685+00:00,30002526,10,0,133,343
2026-06-18T09:43:18.585685+00:00,30003689,0,0,183,74
2026-06-18T09:43:18.585685+00:00,30003816,0,0,91,1
2026-06-18T09:43:18.585685+00:00,30003863,0,0,68,19
2026-06-18T09:43:18.585685+00:00,30000568,0,0,248,4
2026-06-18T09:43:18.585685+00:00,30005214,0,0,90,101
2026-06-18T09:43:18.585685+00:00,30100061,0,0,19,11
2026-06-18T09:43:18.585685+00:00,30002269,0,0,80,9
2026-06-18T09:43:18.585685+00:00,30004974,0,0,106,86
2026-06-18T09:43:18.585685+00:00,30001377,0,0,126,419
2026-06-18T09:43:18.585685+00:00,30003442,0,0,24,66
2026-06-18T09:43:18.585685+00:00,30002061,0,0,76,6
2026-06-18T09:43:18.585685+00:00,30002320,0,0,21,18
2026-06-18T09:43:18.585685+00:00,30003293,0,0,7,3
2026-06-18T09:43:18.585685+00:00,30003380,0,0,43,106
2026-06-18T09:43:18.585685+00:00,30005239,0,0,34,17
2026-06-18T09:43:18.585685+00:00,30003514,0,0,2,38
2026-06-18T09:43:18.585685+00:00,30003056,0,0,103,14
2026-06-18T09:43:18.585685+00:00,30005078,0,0,6,15
2026-06-18T09:43:18.585685+00:00,30000773,0,0,17,123
2026-06-18T09:43:18.585685+00:00,30003085,0,0,120,4
2026-06-18T09:43:18.585685+00:00,30005189,0,0,97,5
2026-06-18T09:43:18.585685+00:00,30003427,0,2,66,17
2026-06-18T09:43:18.585685+00:00,30002065,0,0,7,7
2026-06-18T09:43:18.585685+00:00,30003353,0,0,9,7
2026-06-18T09:43:18.585685+00:00,30003038,0,0,71,58
2026-06-18T09:43:18.585685+00:00,30001232,0,0,62,14
2026-06-18T09:43:18.585685+00:00,30004585,0,0,54,0
2026-06-18T09:43:18.585685+00:00,30001882,0,0,4,12
2026-06-18T09:43:18.585685+00:00,30003021,0,0,92,9
2026-06-18T09:43:18.585685+00:00,30000501,0,0,2,9
2026-06-18T09:43:18.585685+00:00,30002204,0,0,20,1
2026-06-18T09:43:18.585685+00:00,30000110,0,0,2,4
2026-06-18T09:43:18.585685+00:00,30001729,0,0,10,37
